"token_id","market_id","event_id","event_slug","category","question","end_date","price_30d","days_30d","price_7d","days_7d","price_1d","days_1d","delta_30_to_7","delta_7_to_1","delta_30_to_1","lambda_30d","lambda_7d","lambda_1d"
"100767631299018610013903748441654217420171064667111012162979277479732488744960","666820","73951","which-countries-will-trump-make-new-trade-deals-with-before-2027-921","","U.S. agrees to a new trade deal with ""Brazil"" before 2027?","2026-12-31T00:00:00Z","0.19","289","0.19","289","0.19","289","0","0","0","0.00031666083432993155","0.00031666083432993155","0.00031666083432993155"
"100778837288675923651675276072159330800006945532796848564652868300434288876644","502301","11035","will-michael-rainey-jr-press-charges-by-friday","","Will Michael Rainey Jr. press charges by Friday?","2024-06-14T12:00:00Z","0.04","4.5","0.04","4.5","0.004","0.5","0","-0.036000000000000004","-0.036000000000000004","0.0039397259912070225","0.0039397259912070225","0.00348132315260254"
"100785857940864452744576443371218072847730447564241361121720225984056432071878","675602","78468","which-cities-will-waymo-launch-in-by-june-30","","Will Waymo launch in Las Vegas by June 30 2026?","2026-06-30T00:00:00Z","0.38","105","0.38","105","0.38","105","0","0","0","0.0019772220047785346","0.0019772220047785346","0.0019772220047785346"
"100826466094334489757556986098375924088947013491253253691999419031913148518425","743436","92975","will-fomofamily-launch-a-token-by","","Will Fomo launch a token by June 30 2026?","2027-01-01T05:00:00Z","0.12","290.20833333348855","0.12","290.20833333348855","0.12","290.20833333348855","0","0","0","0.00019130163221755064","0.00019130163221755064","0.00019130163221755064"
"100830442887938096363619031271710216886435026310434752760105466556039374598626","642064","62657","up-only-podcast-released-by-october-31","","Up Only podcast released by October 31?","2025-10-31T00:00:00Z","0.305","11","0.145","7","0.009","1","-0.16","-0.13599999999999998","-0.296","0.014365017764535097","0.00971912646740391","0.0039263455147246756"
"10085623576425939489334430533843113830054321801168132939862637909842775635277","676798","79048","ipos-before-2027","","Fannie Mae IPO before 2027?","2026-12-31T00:00:00Z","0.165","289","0.165","289","0.165","289","0","0","0","0.00027098105368995824","0.00027098105368995824","0.00027098105368995824"
"100879096067476698093193978806317262877933082182009754250724254785589701212478","580856","39613","will-a-hurricane-make-landfall-in-the-us-by-september-30","","Will a hurricane make landfall in the US by September 30?","2025-09-30T00:00:00Z","0.435","30","0.106","7","0.002","1","-0.329","-0.104","-0.433","0.00826505173935205","0.0069517830291546175","0.0008694587126288914"
"100880454609952648576702273410890609435379552143594483483706130325451257498664","520293","17314","will-trump-mention-deepseek-by-friday","","Will Trump mention DeepSeek by Friday?","2025-01-31T12:00:00Z","0.9995","4.5","0.9995","4.5","0.9995","4.5","0","0","0","0.7335622212586732","0.7335622212586732","0.7335622212586732"
"100918465390851103051462361511316691057752002237477171381366640222136362993187","1348759","200757","will-karrigan-retire-by-june-30","","Will Karrigan retire by June 30? ","2026-06-30T00:00:00Z","0.2","105","0.2","105","0.2","105","0","0","0","0.0009229525048386323","0.0009229525048386323","0.0009229525048386323"
"100934668616525729648743444962423081963246437682724936564598178931993353190849","1137545","151558","curfew-in-minneapolis-saint-paul-by-monday","","Curfew in Minneapolis-Saint Paul by Monday?","2026-01-12T00:00:00Z","0.155","4","0.155","4","0.059","1","0","-0.096","-0.096","0.01828582276257692","0.01828582276257692","0.026410376572743064"
"10094371189917780743929807226490218411847900065323518868379620124466113870957","253835","903242","us-strike-against-houthis-by-friday","","US strike against Houthis by Friday?","2024-01-12T00:00:00Z","0.9995","1","0.9995","1","0.9995","1","0","0","0","3.301029995664029","3.301029995664029","3.301029995664029"
"100966304890103467834846930842202875452257466244787297946740725445614332243469","564106","32726","syria-strikes-israel-before-by-friday","","Syria strikes Israel by Friday?","2025-07-18T00:00:00Z","0.021","2","0.021","2","0.012","1","0","-0.009000000000000001","-0.009000000000000001","0.004608654098431092","0.004608654098431092","0.005243055412371883"
"10098099817900316685148000401214597285238614940226482553541753154341060762250","510852","13742","last-state-to-be-called-in-presidential-election","","Will Maine be the last state to be called by the AP?","2024-12-10T12:00:00Z","0.0005","34.5","0.0005","34.5","0.0005","34.5","0","0","0","0.000006295696981571938","0.000006295696981571938","0.000006295696981571938"
"100996482752541051505330278688580482155059334371833179422654473713844345485633","251701","902148","will-elon-and-zuck-announce-a-fight-by-july-15","","Will Elon and Zuck announce a fight by July 15?","2023-07-15T00:00:00Z","0.13","15","0.055","7","0.015","1","-0.07500000000000001","-0.04","-0.115","0.004032049825425431","0.003509741641533868","0.006563769502388274"
"101000957102096953965408270850262793890841272421304076625287318019277341672031","254775","903566","biden-to-drop-out-before-april","","Biden to drop out before April?","2024-03-31T00:00:00Z","0.0295","30","0.008","7","0.004","1","-0.0215","-0.004","-0.0255","0.00043348200918727866","0.0004983325494030496","0.00174066157630127"
"101007741586870489619361069512452187353898396425142157315847015703471254508752","519357","17022","bitcoin-all-time-high-by-march-31","","Bitcoin all time high by March 31?","2025-03-31T12:00:00Z","0.205","29.5","0.005","6.5","0.0005","0.5","-0.19999999999999998","-0.0045000000000000005","-0.2045","0.003377385469272193","0.0003349106545037765","0.00043440309172846373"
"101014979756045220564372609845203456689056519964686542673131339105481035525349","1155801","156093","ufc-dan6-ben8-2026-01-31","","Will the fight be won by submission?","2026-02-01T04:59:59.999Z","0.515","22.20833332184702","0.335","7.208333321847022","0.0005","1.2083333218470216","-0.18","-0.3345","-0.5145000000000001","0.014150465811344378","0.024579656182089016","0.00017975300518256352"
"10104433715542238417803893150530396270946758644225745099461353938167950032446","253483","903111","maersk-resume-shipping-in-red-sea-by","","Will Maersk resume shipping through Red Sea by June 30?","2024-06-30T00:00:00Z","0.51","186","0.51","186","0.51","186","0","0","0","0.0016656124729649802","0.0016656124729649802","0.0016656124729649802"
"101052707779754814915914237522047252426654797110484142904838788222989569733384","526937","20391","will-belarus-start-mining-bitcoin-before-july","","Will Belarus start mining Bitcoin before June?","2025-05-31T12:00:00Z","0.0095","29.5","0.0035","6.5","0.0015","0.5","-0.006","-0.002","-0.008","0.0001405261059469189","0.0002342610713067029","0.0013038615865572038"
"101070276350349505395455161457822358408133352689389421910468160275019470667273","251326","902007","will-binanceus-shut-down-by-june-30","","Will Binance.US shut down by June 30?","2023-06-30T00:00:00Z","0.36","24","0.025","7","0.01","1","-0.33499999999999996","-0.015000000000000001","-0.35","0.008075834417338034","0.0015707691859233133","0.004364805402450088"
"101083186608313981443973041180919242949313297291506239384068182730249434635927","1145481","153912","tulsi-gabbard-out-by-march-31","","Tulsi Gabbard out by March 31?","2026-03-31T00:00:00Z","0.027","30","0.208","14","0.208","14","0.181","0","0.181","0.0003962386577216033","0.007233915600750463","0.007233915600750463"
"10109391349470166828226902028878273005743085465424648763933377544615218241465","503662","11568","biden-nominated-by-august-7","","Biden nominated by August 7?","2024-08-07T12:00:00Z","0.3","21.5","0.0045","6.5","0.0005","0.5","-0.2955","-0.004","-0.2995","0.007204742324918288","0.0003013439440879418","0.00043440309172846373"
"101126654856325123612035595967102169246859713356692109057604063837712748502264","689649","84669","gemini-3pt0-flash-released-by-december-31","","Gemini 3.0 Flash released by December 31?","2025-12-31T00:00:00Z","0.88","30","0.9995","14","0.9995","14","0.11950000000000005","0","0.11950000000000005","0.030693958465079173","0.23578785683314493","0.23578785683314493"
"101129384109437429316473694955824877559353345274754874163018334567697217858751","676802","79049","musk-out-as-tesla-ceo-before-2027","","Musk out as Tesla CEO before 2027?","2026-12-31T00:00:00Z","0.09","289","0.09","289","0.09","289","0","0","0","0.00014172528608618126","0.00014172528608618126","0.00014172528608618126"
"101135146665446020394782454773259017565188822221205883897782091038802966027006","674409","77822","nicolas-sarkozy-in-jail-by-december-31","","Nicolas Sarkozy in jail by December 31?","2025-12-31T00:00:00Z","0.0155","30","0.003","7","0.002","1","-0.0125","-0.001","-0.0135","0.0002261426508620989","0.00018640595547775445","0.0008694587126288914"
"101184702354589262049327522037950023205402196410408427144389286011976615756287","520263","17295","deepseek-better-than-all-openai-models-before-march","","DeepSeek better than all OpenAI models before March?","2025-02-28T12:00:00Z","0.07","29.5","0.005","6.5","0.0015","0.5","-0.065","-0.0035","-0.0685","0.001068374625290336","0.0003349106545037765","0.0013038615865572038"
"10118819019531847112883400442597344959166355696323017816168727036060688969360","1352742","201492","will-russia-enter-pokrovskoe-by","","Will Russia enter Pokrovskoe by March 31, 2026?","2026-03-31T00:00:00Z","0.065","30","0.012","14","0.012","14","-0.053000000000000005","0","-0.053000000000000005","0.0009729463042494067","0.00037450395802656307","0.00037450395802656307"
"101189992874259968774600043693819423186385347792130758873256050227919745254957","1114326","145253","delcy-rodrguez-out-as-leader-of-venezuela-by","","Delcy Rodríguez out as leader of Venezuela by March 31, 2026?","2026-06-30T00:00:00Z","0.009","105","0.009","105","0.009","105","0","0","0","0.00003739376680690167","0.00003739376680690167","0.00003739376680690167"
"101215379843124485966257945733974161961480027126932514518246153848986667257681","510838","13742","last-state-to-be-called-in-presidential-election","","Will Nevada be the last state to be called by the AP?","2024-12-10T12:00:00Z","0.001","31.5","0.001","31.5","0.001","31.5","0","0","0","0.000013794024571990212","0.000013794024571990212","0.000013794024571990212"
"101216797379466207737744049689414224618174946846047980750499116843718363268792","1334318","198574","who-will-be-the-next-to-leave-the-trump-cabinet","","Will Doug Collins be the next to leave the Trump Cabinet before 2027?","2026-12-31T00:00:00Z","0.0005","301","0.0005","301","0.0005","301","0","0","0","7.215998201469497e-7","7.215998201469497e-7","7.215998201469497e-7"
"101217917110943582217669201192525892548920858749130726463646277034476148785498","552648","27191","israel-x-iran-ceasefire-by-friday","","Israel x Iran ceasefire by Friday? ","2025-06-20T23:55:00Z","0.045","5.996527777984738","0.045","5.996527777984738","0.0005","0.9965277779847383","0","-0.0445","-0.0445","0.0033347012065328865","0.0033347012065328865","0.00021795834563033954"
"1012749376318936003007368874547634069417276883441473267513318195204227743104","253404","903053","will-elon-get-someone-pregnant-before-july","","Will Elon get someone pregnant before July?","2024-06-30T00:00:00Z","0.15","30","0.515","7","0.185","1","0.365","-0.33","0.035","0.002352702476190243","0.04489403734253377","0.08884239126002341"
"101275893178990358024530017561974744805360189512331794539553898424516915147354","1321978","196950","what-nicknames-will-trump-say-by-february-28","","Will Trump say “Tampon Tim” by February 28?","2026-02-28T00:00:00Z","0.2","25","0.09","7","0.006","1","-0.11000000000000001","-0.08399999999999999","-0.194","0.0038764005203222557","0.005851229668415198","0.00261361560268669"
"101322624361424459934612537190451876863815027318718596269890092699811291103186","1123479","147609","iran-coup-attempt-by-june-30","","Iran coup attempt by June 30?","2026-06-30T00:00:00Z","0.25","105","0.25","105","0.25","105","0","0","0","0.0011898927296028565","0.0011898927296028565","0.0011898927296028565"
"101326673071698275245010774391281024765599068033933770375555009294346337085972","1168450","160065","iran-strike-on-us-military-by-january-31","","Iran strike on US military by January 31?","2026-01-31T00:00:00Z","0.305","19","0.11","7","0.038","1","-0.195","-0.07200000000000001","-0.267","0.008316589232099266","0.007229999050726744","0.016824927962187056"
"101347336435995716755262942266446000394173728574511855402499849631084017940045","1004538","119546","ukraine-strikes-another-tanker-in-black-sea-by-354","","Ukraine strikes another tanker in Black Sea by December 31, 2025?","2026-01-15T00:00:00Z","0.31","23","0.0005","14","0.0005","14","-0.3095","0","-0.3095","0.007006561272293249","0.000015514396133159418","0.000015514396133159418"
"10135190968350143944520880901779861719832849621930949640855337650671840397839","1029797","125484","who-will-be-named-in-newly-released-epstein-files-by-march-31","","Will Sean Combs be named in newly released Epstein files by March 31?","2026-03-31T00:00:00Z","0.999","59","0.999","59","0.999","59","0","0","0","0.050847457627118633","0.050847457627118633","0.050847457627118633"
"101371363568002424247050091912390787304978336092126625017805944121676551313789","1334310","198574","who-will-be-the-next-to-leave-the-trump-cabinet","","Will Brooke Rollins be the next to leave the Trump Cabinet before 2027?","2026-12-31T00:00:00Z","0.0005","301","0.0005","301","0.0005","301","0","0","0","7.215998201469497e-7","7.215998201469497e-7","7.215998201469497e-7"
"101371628741119370156433108829627306392734152017027640384155257750266453353351","665521","73227","iran-nuclear-test-before-2027","","Iran nuclear test before 2027?","2026-12-31T00:00:00Z","0.15","289","0.15","289","0.15","289","0","0","0","0.00024422517053877954","0.00024422517053877954","0.00024422517053877954"
"101379903518511337936698813169954235339791510959364018891476818273590494369511","504759","11940","number-of-debates-between-trump-and-harris","","2 Trump vs. Harris debates before election?","2024-11-04T12:00:00Z","0.13","29.5","0.0085","6.5","0.0005","0.5","-0.1215","-0.008","-0.1295","0.0020501948264875077","0.0005703509936428462","0.00043440309172846373"
"101412479560345988975698125086878565565528099990921668612616138615746857175508","956630","107731","luigi-mangione-tried-before-2027","","Luigi Mangione tried before 2027?","2026-12-31T00:00:00Z","0.785","289","0.785","289","0.785","289","0","0","0","0.0023099015227833726","0.0023099015227833726","0.0023099015227833726"
"101416108788604860681905928619504659312823139656953435558374308037541041708999","1272988","189750","paddy-pimblett-staph-infection-by-feb-1st","","Paddy Pimblett Staph Infection by Feb. 1st?","2026-02-01T23:55:00Z","0.05","5.996527777984738","0.05","5.996527777984738","0.0015","0.9965277779847383","0","-0.0485","-0.0485","0.0037148822678578024","0.0037148822678578024","0.0006542023290078183"
"101434403359553929764780234916919166959889590658679054429843672204390513588056","1106713","143573","khamenei-out-as-supreme-leader-of-iran-by-january-31","","Khamenei out as Supreme Leader of Iran by January 31?","2026-01-31T00:00:00Z","0.095","27","0.045","7","0.008","1","-0.05","-0.037","-0.087","0.001605608177585062","0.002856661202321954","0.0034883278458213473"
"101445072539544361202480681447430615827063652029944613496592487271704112592812","581518","39815","will-there-be-a-powerball-jackpot-winner-by-september-28","","Will there be a Powerball jackpot winner by September 28?","2025-09-28T00:00:00Z","0.962","30","0.9995","21","0.9995","21","0.03750000000000009","0","0.03750000000000009","0.04734054677943965","0.15719190455542997","0.15719190455542997"
"101472379436887975079653714108349610830069100700513642190624806068053493219730","253043","902853","will-hamas-release-more-hostages-by-november-30","","Will Hamas release more hostages by November 30?","2023-11-30T00:00:00Z","0.73","16","0.945","7","0.995","6","0.21499999999999997","0.050000000000000044","0.265","0.03553976474006329","0.17994818721510794","0.3835049992773301"
"101475775987631627497852628797627580315712259672260719433354204801266188720462","502129","10936","will-jensen-huang-autograph-another-breast-by-friday","","Nvidia CEO sign boobs again by Friday?","2024-06-07T12:00:00Z","0.0095","2.5","0.0095","2.5","0.004","0.5","0","-0.0055","-0.0055","0.0016582080501736432","0.0016582080501736432","0.00348132315260254"
"10148719219885626161709983943893597822494876048900251650610389622861854234488","1273938","189845","us-next-strikes-iran-on-843","","Will the US not strike Iran by February 28, 2026?","2026-02-28T00:00:00Z","0.395","30","0.82","7","0.015","1","0.42499999999999993","-0.8049999999999999","-0.38","0.007274820844917704","0.10638964212809911","0.006563769502388274"
